Year,Disaster Group,Disaster Subgroup,Disaster Type,Country,Region,Continent,Total Deaths,Total Affected
2018,Natural,Hydrological,Flood,Albania,Southern Europe,Europe,,800
2018,Natural,Hydrological,Flood,Brazil,South America,Americas,4,250
2018,Natural,Hydrological,Flood,Bangladesh,Southern Asia,Asia,14,
2018,Natural,Hydrological,Flood,Bolivia (Plurinational State of),South America,Americas,6,12186
2018,Natural,Hydrological,Flood,Colombia,South America,Americas,12,60000
2018,Natural,Hydrological,Flood,Costa Rica,Central America,Americas,1,125190
2018,Natural,Hydrological,Flood,Guatemala,Central America,Americas,,100
2018,Natural,Hydrological,Flood,Ghana,Western Africa,Africa,34,100000
2018,Natural,Climatological,Wildfire,Canada,Northern America,Americas,,3000
2018,Natural,Geophysical,Volcanic activity,Guatemala,Central America,Americas,461,1714414
2018,Natural,Hydrological,Flood,Argentina,South America,Americas,,1420
2018,Natural,Hydrological,Flood,China,Eastern Asia,Asia,11,36000
2018,Natural,Hydrological,Flood,China,Eastern Asia,Asia,112,450000
2018,Natural,Hydrological,Flood,Colombia,South America,Americas,14,
2018,Natural,Climatological,Wildfire,Greece,Southern Europe,Europe,100,4718
2018,Natural,Climatological,Drought,Afghanistan,Southern Asia,Asia,,13500000
2018,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,11,
2018,Natural,Hydrological,Landslide,Afghanistan,Southern Asia,Asia,12,
2018,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,72,4000
2018,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,18,
2018,Natural,Hydrological,Flood,Angola,Middle Africa,Africa,8,3000
2018,Natural,Climatological,Drought,Argentina,South America,Americas,,
2018,Natural,Hydrological,Flood,Argentina,South America,Americas,,17000
2018,Natural,Hydrological,Flood,Argentina,South America,Americas,,45000
2018,Natural,Climatological,Drought,Australia,Australia and New Zealand,Oceania,,
2018,Natural,Hydrological,Flood,Australia,Australia and New Zealand,Oceania,,600
2018,Natural,Hydrological,Flood,Burundi,Eastern Africa,Africa,,12000
2018,Natural,Hydrological,Flood,Burundi,Eastern Africa,Africa,,23000
2018,Natural,Hydrological,Flood,Burundi,Eastern Africa,Africa,,12956
2018,Natural,Hydrological,Flood,Bangladesh,Southern Asia,Asia,21,14000
2018,Natural,Hydrological,Flood,Bulgaria,Eastern Europe,Europe,,600
2018,Natural,Hydrological,Flood,Belarus,Eastern Europe,Europe,,50000
2018,Natural,Hydrological,Landslide,Brazil,South America,Americas,15,300
2018,Natural,Hydrological,Flood,Brazil,South America,Americas,3,1000
2018,Natural,Hydrological,Flood,Botswana,Southern Africa,Africa,,4225
2018,Natural,Hydrological,Flood,Canada,Northern America,Americas,,4000
2018,Natural,Geophysical,Earthquake,China,Eastern Asia,Asia,,12000
2018,Natural,Geophysical,Earthquake,China,Eastern Asia,Asia,,18024
2018,Natural,Hydrological,Flood,China,Eastern Asia,Asia,5,70000
2018,Natural,Hydrological,Flood,China,Eastern Asia,Asia,77,225000
2018,Natural,Hydrological,Flood,China,Eastern Asia,Asia,2,6000
2018,Natural,Hydrological,Flood,China,Eastern Asia,Asia,3,1381000
2018,Natural,Hydrological,Flood,China,Eastern Asia,Asia,16,1519000
2018,Natural,Hydrological,Flood,China,Eastern Asia,Asia,18,11400
2018,Natural,Hydrological,Flood,Côte d’Ivoire,Western Africa,Africa,20,25000
2018,Natural,Climatological,Drought,Costa Rica,Central America,Americas,,
2018,Natural,Hydrological,Flood,Dominican Republic (the),Caribbean,Americas,,7390
2018,Natural,Hydrological,Flood,Algeria,Northern Africa,Africa,6,200
2018,Natural,Climatological,Wildfire,Spain,Southern Europe,Europe,,
2018,Natural,Hydrological,Flood,Spain,Southern Europe,Europe,13,
2018,Natural,Hydrological,Landslide,Ethiopia,Eastern Africa,Africa,32,17
2018,Natural,Hydrological,Landslide,Ethiopia,Eastern Africa,Africa,12,4
2018,Natural,Hydrological,Flood,France,Western Europe,Europe,,2750
2018,Natural,Hydrological,Flood,France,Western Europe,Europe,14,1476
2018,Natural,Hydrological,Flood,Georgia,Western Asia,Asia,,1143
2018,Natural,Hydrological,Flood,Guatemala,Central America,Americas,2,76845
2018,Natural,Climatological,Drought,Guatemala,Central America,Americas,,1500000
2019,Natural,Hydrological,Flood,Bolivia (Plurinational State of),South America,Americas,60,335540
2019,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,30,
2019,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,3,
2019,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,63,129100
2019,Natural,Hydrological,Flood,Bosnia and Herzegovina,Southern Europe,Europe,,159
2019,Natural,Hydrological,Flood,Brazil,South America,Americas,12,1306
2019,Natural,Hydrological,Flood,Brazil,South America,Americas,10,4500
2019,Natural,Hydrological,Flood,Colombia,South America,Americas,14,1647
2019,Natural,Hydrological,Flood,Spain,Southern Europe,Europe,4,
2019,Natural,Hydrological,Flood,Canada,Northern America,Americas,1,19500
2019,Natural,Hydrological,Flood,Argentina,South America,Americas,4,31451
2019,Natural,Hydrological,Flood,Brazil,South America,Americas,4,10000
2019,Natural,Hydrological,Flood,Spain,Southern Europe,Europe,1,
2019,Natural,Climatological,Wildfire,Australia,Australia and New Zealand,Oceania,,627
2019,Natural,Hydrological,Landslide,Ecuador,South America,Americas,2,145
2019,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,24,561
2019,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,35,
2019,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,16,1281
2019,Natural,Hydrological,Flood,Angola,Middle Africa,Africa,11,4255
2019,Natural,Hydrological,Flood,Angola,Middle Africa,Africa,19,1075
2019,Natural,Geophysical,Earthquake,Albania,Southern Europe,Europe,,304
2019,Natural,Hydrological,Flood,Argentina,South America,Americas,2,1800
2019,Natural,Hydrological,Flood,Argentina,South America,Americas,,2100
2019,Natural,Hydrological,Flood,Australia,Australia and New Zealand,Oceania,3,9900
2019,Natural,Hydrological,Flood,Burundi,Eastern Africa,Africa,10,
2019,Natural,Hydrological,Landslide,Bangladesh,Southern Asia,Asia,2,18016
2019,Natural,Hydrological,Flood,Bosnia and Herzegovina,Southern Europe,Europe,1,600
2019,Natural,Hydrological,Landslide,Bolivia (Plurinational State of),South America,Americas,23,
2019,Natural,Hydrological,Flood,Bolivia (Plurinational State of),South America,Americas,,14000
2019,Natural,Hydrological,Flood,Brazil,South America,Americas,7,30000
2019,Natural,Geophysical,Earthquake,Chile,South America,Americas,2,780
2019,Natural,Hydrological,Flood,Chile,South America,Americas,6,600
2019,Natural,Geophysical,Earthquake,China,Eastern Asia,Asia,2,32772
2019,Natural,Geophysical,Earthquake,China,Eastern Asia,Asia,13,244220
2019,Natural,Climatological,Wildfire,China,Eastern Asia,Asia,30,
2019,Natural,Hydrological,Flood,China,Eastern Asia,Asia,11,
2019,Natural,Hydrological,Flood,China,Eastern Asia,Asia,300,4500000
2019,Natural,Hydrological,Flood,China,Eastern Asia,Asia,17,360000
2019,Natural,Hydrological,Flood,Colombia,South America,Americas,,9000
2019,Natural,Hydrological,Landslide,Colombia,South America,Americas,32,
2019,Natural,Geophysical,Earthquake,Ecuador,South America,Americas,,15
2019,Natural,Hydrological,Flood,Ecuador,South America,Americas,14,3000
2019,Natural,Hydrological,Flood,Georgia,Western Asia,Asia,,5088
2019,Natural,Hydrological,Flood,Ghana,Western Africa,Africa,13,
2018,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,4140,2000000
2018,Natural,Hydrological,Flood,India,Southern Asia,Asia,504,23220000
2018,Natural,Hydrological,Flood,Honduras,Central America,Americas,6,6948
2018,Natural,Hydrological,Flood,Croatia,Southern Europe,Europe,,471
2018,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,35,20000
2018,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,13,3000
2018,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,3,12001
2018,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,9,5463
2018,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,20,100000
2018,Natural,Hydrological,Flood,India,Southern Asia,Asia,25,
2018,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,9,7135
2018,Natural,Geophysical,Earthquake,Japan,Eastern Asia,Asia,41,6280
2018,Natural,Hydrological,Flood,Japan,Eastern Asia,Asia,246,1500102
2018,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,20,153712
2018,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,12,75000
2018,Natural,Hydrological,Flood,Myanmar,South-Eastern Asia,Asia,12,
2018,Natural,Hydrological,Flood,Nicaragua,Central America,Americas,4,13000
2018,Natural,Geophysical,Earthquake,Papua New Guinea,Melanesia,Oceania,145,544300
2018,Natural,Hydrological,Flood,Romania,Eastern Europe,Europe,,1500
2018,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,24,26051
2018,Natural,Hydrological,Landslide,Rwanda,Eastern Africa,Africa,18,12
2018,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,564,516927
2018,Natural,Geophysical,Volcanic activity,Indonesia,South-Eastern Asia,Asia,453,47778
2018,Natural,Geophysical,Volcanic activity,Italy,Southern Europe,Europe,,328
2018,Natural,Hydrological,Flood,Kenya,Eastern Africa,Africa,47,
2018,Natural,Hydrological,Flood,Lao People's Democratic Republic (the),South-Eastern Asia,Asia,136,13100
2018,Natural,Hydrological,Flood,Myanmar,South-Eastern Asia,Asia,7,63400
2018,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,8,11303
2018,Natural,Climatological,Wildfire,Latvia,Northern Europe,Europe,,
2018,Natural,Climatological,Wildfire,Portugal,Southern Europe,Europe,,329
2018,Natural,Hydrological,Landslide,Indonesia,South-Eastern Asia,Asia,15,50014
2018,Natural,Climatological,Drought,Namibia,Southern Africa,Africa,,556000
2018,Natural,Climatological,Drought,Honduras,Central America,Americas,,360000
2018,Natural,Geophysical,Earthquake,Haiti,Caribbean,Americas,17,39336
2018,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,1,13811
2018,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,14,102852
2018,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,10,779
2018,Natural,Geophysical,Volcanic activity,Indonesia,South-Eastern Asia,Asia,,50000
2018,Natural,Hydrological,Landslide,Indonesia,South-Eastern Asia,Asia,33,
2018,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,3000
2018,Natural,Hydrological,Flood,India,Southern Asia,Asia,15,11728
2018,Natural,Climatological,Wildfire,India,Southern Asia,Asia,17,
2018,Natural,Climatological,Drought,India,Southern Asia,Asia,,8200000
2018,Natural,Hydrological,Flood,India,Southern Asia,Asia,52,
2018,Natural,Hydrological,Flood,India,Southern Asia,Asia,12,4945
2018,Natural,Hydrological,Flood,India,Southern Asia,Asia,33,1545
2018,Natural,Hydrological,Flood,India,Southern Asia,Asia,20,41430
2018,Natural,Hydrological,Flood,India,Southern Asia,Asia,3,25000
2018,Natural,Hydrological,Flood,India,Southern Asia,Asia,46,3050
2018,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,,5042
2018,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,2,13255
2018,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,,716
2018,Natural,Hydrological,Flood,Iraq,Western Asia,Asia,21,25000
2018,Natural,Hydrological,Flood,Israel,Western Asia,Asia,12,
2018,Natural,Hydrological,Flood,Italy,Southern Europe,Europe,10,23
2018,Natural,Hydrological,Flood,Jordan,Western Asia,Asia,21,35
2018,Natural,Hydrological,Flood,Jordan,Western Asia,Asia,13,29
2018,Natural,Geophysical,Earthquake,Japan,Eastern Asia,Asia,5,20715
2018,Natural,Hydrological,Flood,Kazakhstan,Central Asia,Asia,,400
2018,Natural,Hydrological,Flood,Kenya,Eastern Africa,Africa,15,
2018,Natural,Hydrological,Flood,Kenya,Eastern Africa,Africa,72,211188
2018,Natural,Hydrological,Flood,Cambodia,South-Eastern Asia,Asia,,5817
2018,Natural,Hydrological,Flood,Kuwait,Western Asia,Asia,1,
2018,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,2,75000
2018,Natural,Climatological,Drought,Lithuania,Northern Europe,Europe,,
2018,Natural,Geophysical,Earthquake,Mexico,Central America,Americas,,3004
2018,Natural,Hydrological,Flood,Mexico,Central America,Americas,20,120
2018,Natural,Hydrological,Flood,Mali,Western Africa,Africa,,13150
2018,Natural,Geophysical,Mass movement (dry),Myanmar,South-Eastern Asia,Asia,17,
2018,Natural,Hydrological,Landslide,Myanmar,South-Eastern Asia,Asia,15,45
2018,Natural,Hydrological,Flood,Myanmar,South-Eastern Asia,Asia,16,109650
2018,Natural,Hydrological,Flood,Mongolia,Eastern Asia,Asia,,8301
2018,Natural,Hydrological,Landslide,Mozambique,Eastern Africa,Africa,17,300
2018,Natural,Hydrological,Flood,Mozambique,Eastern Africa,Africa,11,77150
2018,Natural,Climatological,Drought,Mauritania,Western Africa,Africa,,350600
2018,Natural,Hydrological,Flood,Malawi,Eastern Africa,Africa,,200
2018,Natural,Hydrological,Flood,Malawi,Eastern Africa,Africa,1,300
2018,Natural,Hydrological,Flood,Malawi,Eastern Africa,Africa,4,9113
2018,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,4900
2018,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,2,12000
2018,Natural,Hydrological,Flood,Niger (the),Western Africa,Africa,36,130468
2018,Natural,Hydrological,Flood,Nigeria,Western Africa,Africa,101,15872
2018,Natural,Hydrological,Flood,Nigeria,Western Africa,Africa,199,1922332
2018,Natural,Climatological,Drought,Nicaragua,Central America,Americas,,300000
2018,Natural,Hydrological,Flood,Nepal,Southern Asia,Asia,15,1406
2018,Natural,Hydrological,Flood,New Zealand,Australia and New Zealand,Oceania,,100
2018,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,60,
2018,Natural,Climatological,Drought,Panama,Central America,Americas,,
2018,Natural,Geophysical,Earthquake,Peru,South America,Americas,2,9319
2018,Natural,Geophysical,Volcanic activity,Philippines (the),South-Eastern Asia,Asia,,86056
2018,Natural,Hydrological,Flood,Philippines (the),South-Eastern Asia,Asia,11,180000
2018,Natural,Geophysical,Earthquake,Papua New Guinea,Melanesia,Oceania,11,
2018,Natural,Geophysical,Earthquake,Papua New Guinea,Melanesia,Oceania,25,
2018,Natural,Geophysical,Volcanic activity,Papua New Guinea,Melanesia,Oceania,,736
2018,Natural,Climatological,Drought,Poland,Eastern Europe,Europe,,
2018,Natural,Hydrological,Flood,Puerto Rico,Caribbean,Americas,,400
2018,Natural,Hydrological,Flood,Korea (the Democratic People's Republic of),Eastern Asia,Asia,148,581268
2018,Natural,Hydrological,Flood,Paraguay,South America,Americas,,5000
2018,Natural,Hydrological,Flood,Paraguay,South America,Americas,,41300
2018,Natural,Hydrological,Flood,Qatar,Western Asia,Asia,,1500
2018,Natural,Hydrological,Flood,Romania,Eastern Europe,Europe,,1200
2018,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,2,3672
2019,Natural,Hydrological,Flood,Madagascar,Eastern Africa,Africa,9,
2019,Natural,Hydrological,Flood,Peru,South America,Americas,51,8379
2019,Natural,Hydrological,Flood,Mexico,Central America,Americas,7,3000
2019,Natural,Hydrological,Flood,Romania,Eastern Europe,Europe,4,362
2019,Natural,Hydrological,Flood,Iraq,Western Asia,Asia,10,5865
2019,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,2,2650
2019,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,9,168397
2019,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,18,13002
2019,Natural,Hydrological,Flood,India,Southern Asia,Asia,1900,3000000
2019,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,70,10001076
2019,Natural,Geophysical,Earthquake,Japan,Eastern Asia,Asia,,460
2019,Natural,Hydrological,Flood,Nepal,Southern Asia,Asia,119,82541
2019,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,25,22
2019,Natural,Hydrological,Flood,Peru,South America,Americas,10,
2019,Natural,Hydrological,Flood,Papua New Guinea,Melanesia,Oceania,2,350
2019,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,8,11804
2019,Natural,Hydrological,Flood,India,Southern Asia,Asia,52,60
2019,Natural,Hydrological,Landslide,Indonesia,South-Eastern Asia,Asia,84,6643
2019,Natural,Climatological,Drought,Kenya,Eastern Africa,Africa,,2600000
2019,Natural,Climatological,Drought,Pakistan,Southern Asia,Asia,77,4680912
2019,Natural,Climatological,Drought,Korea (the Democratic People's Republic of),Eastern Asia,Asia,,10100000
2019,Natural,Hydrological,Flood,Croatia,Southern Europe,Europe,1,65
2019,Natural,Hydrological,Flood,Haiti,Caribbean,Americas,8,3108
2019,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,,1763
2019,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,9,1295
2019,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,206,59540
2019,Natural,Hydrological,Landslide,Indonesia,South-Eastern Asia,Asia,5,860
2019,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,2,2258
2019,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,1,52000
2019,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,2,55495
2019,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,1,2100
2019,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,5,20
2019,Natural,Hydrological,Flood,Italy,Southern Europe,Europe,,1200
2019,Natural,Hydrological,Flood,Japan,Eastern Asia,Asia,2,600
2019,Natural,Climatological,Wildfire,Korea (the Republic of),Eastern Asia,Asia,1,3035
2019,Natural,Hydrological,Flood,Libya,Northern Africa,Africa,4,20030
2019,Natural,Hydrological,Flood,Maldives,Southern Asia,Asia,,1800
2019,Natural,Hydrological,Flood,Mexico,Central America,Americas,2,142
2019,Natural,Hydrological,Flood,Mali,Western Africa,Africa,15,507
2019,Natural,Hydrological,Flood,Mongolia,Eastern Asia,Asia,12,500
2019,Natural,Hydrological,Flood,Mozambique,Eastern Africa,Africa,18,
2019,Natural,Hydrological,Flood,Mozambique,Eastern Africa,Africa,10,63000
2019,Natural,Hydrological,Landslide,Malawi,Eastern Africa,Africa,8,109
2019,Natural,Hydrological,Flood,Malawi,Eastern Africa,Africa,,15974
2019,Natural,Hydrological,Flood,Malawi,Eastern Africa,Africa,60,975672
2019,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,1000
2019,Natural,Hydrological,Flood,Oman,Western Asia,Asia,6,
2019,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,20,
2019,Natural,Geophysical,Earthquake,Peru,South America,Americas,2,4272
2019,Natural,Hydrological,Landslide,Peru,South America,Americas,15,28
2019,Natural,Geophysical,Earthquake,Philippines (the),South-Eastern Asia,Asia,25,15555
2019,Natural,Climatological,Drought,Philippines (the),South-Eastern Asia,Asia,,16000
2019,Natural,Hydrological,Flood,Philippines (the),South-Eastern Asia,Asia,,45000
2019,Natural,Geophysical,Earthquake,Papua New Guinea,Melanesia,Oceania,,651
2019,Natural,Geophysical,Volcanic activity,Papua New Guinea,Melanesia,Oceania,,15800
2019,Natural,Hydrological,Landslide,Papua New Guinea,Melanesia,Oceania,10,
2019,Natural,Hydrological,Flood,Paraguay,South America,Americas,1,2000
2019,Natural,Hydrological,Flood,Paraguay,South America,Americas,23,208602
2019,Natural,Hydrological,Flood,Paraguay,South America,Americas,16,310595
2019,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,31,33190
2018,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,51,15760
2018,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,24,360
2018,Natural,Hydrological,Flood,El Salvador,Central America,Americas,4,7099
2018,Natural,Hydrological,Flood,Trinidad and Tobago,Caribbean,Americas,,150000
2018,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,,1596
2018,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,33,16728
2018,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,20,6000
2018,Natural,Geophysical,Volcanic activity,United States of America (the),Northern America,Americas,,2500
2018,Natural,Geophysical,Volcanic activity,Vanuatu,Melanesia,Oceania,,7286
2018,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,14,3237
2018,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,5,
2018,Natural,Climatological,Drought,El Salvador,Central America,Americas,,386610
2018,Natural,Climatological,Wildfire,Sweden,Northern Europe,Europe,,
2018,Natural,Hydrological,Landslide,Uganda,Eastern Africa,Africa,51,
2018,Natural,Hydrological,Landslide,United States of America (the),Northern America,Americas,21,1366
2018,Natural,Hydrological,Landslide,Turkey,Western Asia,Asia,24,100
2018,Natural,Hydrological,Flood,Serbia,Southern Europe,Europe,,231
2018,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,10,
2018,Natural,Hydrological,Flood,Sudan (the),Northern Africa,Africa,23,70060
2018,Natural,Hydrological,Flood,Sudan (the),Northern Africa,Africa,,2750
2018,Natural,Hydrological,Flood,Sudan (the),Northern Africa,Africa,23,54666
2018,Natural,Geophysical,Earthquake,El Salvador,Central America,Americas,,2499
2018,Natural,Hydrological,Flood,Somalia,Eastern Africa,Africa,5,700000
2018,Natural,Hydrological,Flood,Tajikistan,Central Asia,Asia,6,5725
2018,Natural,Hydrological,Flood,Tunisia,Northern Africa,Africa,6,30000
2018,Natural,Hydrological,Flood,Tunisia,Northern Africa,Africa,7,
2018,Natural,Geophysical,Earthquake,Taiwan (Province of China),Eastern Asia,Asia,84,285
2018,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,15,15873
2018,Natural,Climatological,Drought,Uruguay,South America,Americas,,75000
2018,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,2,
2018,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,88,250000
2018,Natural,Climatological,Drought,United States of America (the),Northern America,Americas,,
2018,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,2,3
2018,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,2,1000
2018,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,,9700
